category,food_id,food_name,calcium,calories,carbohydrate,cholesterol,fat,fiber,iron,measurement_description,metric_serving_amount,metric_serving_unit,monounsaturated_fat,number_of_units,polyunsaturated_fat,potassium,protein,saturated_fat,serving_description,serving_id,serving_url,sodium,sugar,vitamin_a,vitamin_c,,,,,,
fruits,35831,"""Grapes (Red or Green"," European Type Varieties Such As Thompson Seedless)""",10,69,18.1,0,0.16,0.9,0.36,g,100,g,0.007,100,0.048,191,0.72,0.054,100 g,58562,https://www.fatsecret.com/calories-nutrition/usda/grapes-(red-or-green-european-type-varieties-such-as-thompson-seedless)?portionid=58562&portionamount=100.000,2,15.48,3,10.8,,,,,
fruits,35890,Tangerines (Mandarin Oranges),37,53,13.34,0,0.31,1.8,0.15,g,100,g,0.06,100,0.065,166,0.81,0.039,100 g,58621,https://www.fatsecret.com/calories-nutrition/usda/tangerines-(mandarin-oranges)?portionid=58621&portionamount=100.000,2,10.58,34,26.7,,,,,,
fruits,35950,Pomegranates,3,68,17.17,0,0.3,0.6,0.3,g,100,g,0.046,100,0.063,259,0.95,0.038,100 g,58681,https://www.fatsecret.com/calories-nutrition/usda/pomegranates?portionid=58681&portionamount=100.000,3,16.57,5,6.1,,,,,,
fruits,5561,Fruit Salad with Pudding (Excluding Citrus Fruits),54,88,18.79,3,0.93,0.5,0.16,g,100,g,0.239,100,0.073,109,1.64,0.537,100 g,54241,https://www.fatsecret.com/calories-nutrition/generic/fruit-salad-(excluding-citrus-fruits)-with-pudding?portionid=54241&portionamount=100.000,82,17.36,25,1,,,,,,
fruits,5556,Fruit Salad with Salad Dressing or Mayonnaise (Excluding Citrus Fruits),8,94,15.34,2,4.12,1.8,0.27,g,100,g,0.87,100,1.852,182,0.71,1.113,100 g,54236,https://www.fatsecret.com/calories-nutrition/generic/fruit-salad-(excluding-citrus-fruits)-with-salad-dressing-or-mayonnaise?portionid=54236&portionamount=100.000,25,10.01,6,14.7,,,,,,
fruits,35865,Cantaloupe Melons,9,34,8.16,0,0.19,0.9,0.21,g,100,g,0.003,100,0.081,267,0.84,0.051,100 g,58596,https://www.fatsecret.com/calories-nutrition/usda/cantaloupe-melons?portionid=58596&portionamount=100.000,16,7.86,169,36.7,,,,,,
fruits,35838,Guavas,18,68,14.32,0,0.95,5.4,0.26,g,100,g,0.087,100,0.401,417,2.55,0.272,100 g,58569,https://www.fatsecret.com/calories-nutrition/usda/guavas?portionid=58569&portionamount=100.000,2,8.92,31,228.3,,,,,,
fruits,561206,Fuji Apples,6,52,13.81,0,0.17,2.4,0.12,g,100,g,0.007,100,0.051,107,0.26,0.028,100 g,584777,https://www.fatsecret.com/calories-nutrition/generic/apples-fuji?portionid=584777&portionamount=100.000,1,10.39,3,4.6,,,,,,
fruits,7280,Fun Fruits Creme Supremes,136,475,69.33,9,21.04,0,0.53,g,100,g,6.145,100,0.83,289,3.68,12.291,100 g,55960,https://www.fatsecret.com/calories-nutrition/generic/fun-fruits-creme-supremes?portionid=55960&portionamount=100.000,176,55.31,7,45.9,,,,,,
fruits,35917,Pears,9,58,15.46,0,0.12,3.1,0.17,g,100,g,0.026,100,0.029,119,0.38,0.006,100 g,58648,https://www.fatsecret.com/calories-nutrition/usda/pears?portionid=58648&portionamount=100.000,1,9.8,1,4.2,,,,,,
fruits,35930,Native Persimmons,27,127,33.5,0,0.4,,2.5,g,100,g,,100,,310,0.8,,100 g,58661,https://www.fatsecret.com/calories-nutrition/usda/native-persimmons?portionid=58661&portionamount=100.000,1,,,66,,,,,,
fruits,35867,Honeydew Melons,6,36,9.09,0,0.14,0.8,0.17,g,100,g,0.003,100,0.059,228,0.54,0.038,100 g,58598,https://www.fatsecret.com/calories-nutrition/usda/honeydew-melons?portionid=58598&portionamount=100.000,18,8.12,3,18,,,,,,
fruits,5431,Kiwi Fruit,34,61,14.66,0,0.52,3,0.31,g,100,g,0.047,100,0.287,312,1.14,0.029,100 g,54111,https://www.fatsecret.com/calories-nutrition/generic/kiwi-fruit-raw?portionid=54111&portionamount=100.000,3,8.99,4,92.7,,,,,,
fruits,35962,Raisins (Seedless),50,299,79.18,0,0.46,3.7,1.88,g,100,g,0.051,100,0.037,749,3.07,0.058,100 g,58693,https://www.fatsecret.com/calories-nutrition/usda/raisins-(seedless)?portionid=58693&portionamount=100.000,11,59.19,0,2.3,,,,,,
fruits,5428,Guava,18,68,14.32,0,0.95,5.4,0.26,g,100,g,0.087,100,0.401,417,2.55,0.272,100 g,54108,https://www.fatsecret.com/calories-nutrition/generic/guava-raw?portionid=54108&portionamount=100.000,2,8.92,31,228.3,,,,,,
fruits,3906,Upside Down Cake (All Fruits),118,319,50.64,22,11.97,0.8,1.49,g,100,g,5.272,100,3.163,111,3.45,2.858,100 g,52586,https://www.fatsecret.com/calories-nutrition/generic/cake-upside-down-(all-fruits)?portionid=52586&portionamount=100.000,302,33.78,60,1.1,,,,,,
fruits,5372,Applesauce with other Fruits,5,79,20.53,0,0.19,1.2,0.35,g,100,g,0.01,100,0.061,67,0.22,0.028,100 g,54052,https://www.fatsecret.com/calories-nutrition/generic/applesauce-with-other-fruits?portionid=54052&portionamount=100.000,3,17.22,1,6.2,,,,,,
fruits,36019,Clementines,30,47,12.02,,0.15,1.7,0.14,g,100,g,,100,,177,0.85,,100 g,58750,https://www.fatsecret.com/calories-nutrition/usda/clementines?portionid=58750&portionamount=100.000,1,9.18,,48.8,,,,,,
fruits,5557,Fruit Salad with Cream (Excluding Citrus Fruits),12,87,14.9,10,3.46,1.8,0.24,g,100,g,0.814,100,0.151,180,0.79,2.255,100 g,54237,https://www.fatsecret.com/calories-nutrition/generic/fruit-salad-(excluding-citrus-fruits)-with-cream?portionid=54237&portionamount=100.000,4,9.69,32,14.3,,,,,,
fruits,5610,Fruit Smoothie (made with Fruit or Fruit Juice only),7,62,15.96,0,0.14,1,0.34,g,100,g,0.013,100,0.043,160,0.42,0.032,100 g,54290,https://www.fatsecret.com/calories-nutrition/generic/fruit-smoothie-drink-made-with-fruit-or-fruit-juice-only-(no-dairy-products)?portionid=54290&portionamount=100.000,2,13.12,1,15,,,,,,
fruits,35928,Japanese Persimmons,8,70,18.59,0,0.19,3.6,0.15,g,100,g,0.037,100,0.043,161,0.58,0.02,100 g,58659,https://www.fatsecret.com/calories-nutrition/usda/japanese-persimmons?portionid=58659&portionamount=100.000,1,12.53,81,7.5,,,,,,
fruits,35795,Figs,35,74,19.18,0,0.3,2.9,0.37,g,100,g,0.066,100,0.144,232,0.75,0.06,100 g,58526,https://www.fatsecret.com/calories-nutrition/usda/figs?portionid=58526&portionamount=100.000,1,16.26,7,2,,,,,,
fruits,5558,Fruit Salad with Cream Substitute (Excluding Citrus Fruits),16,83,17.9,1,1.67,1.8,0.23,g,100,g,0.103,100,0.067,180,0.88,1.343,100 g,54238,https://www.fatsecret.com/calories-nutrition/generic/fruit-salad-(excluding-citrus-fruits)-with-cream-substitute?portionid=54238&portionamount=100.000,10,12.88,4,14.1,,,,,,
fruits,5565,Fruit Salad with Marshmallows,21,93,22.33,0,0.77,1.5,0.2,g,100,g,0.057,100,0.044,123,0.82,0.567,100 g,54245,https://www.fatsecret.com/calories-nutrition/generic/fruit-salad-(including-citrus-fruits)-with-marshmallows?portionid=54245&portionamount=100.000,16,17.07,4,30.7,,,,,,
fruits,35880,Navels Oranges,43,49,12.54,0,0.15,2.2,0.13,g,100,g,0.03,100,0.031,166,0.91,0.017,100 g,58611,https://www.fatsecret.com/calories-nutrition/usda/navels-oranges?portionid=58611&portionamount=100.000,1,8.5,12,59.1,,,,,,
fruits,5439,Nectarine,6,44,10.55,0,0.32,1.7,0.28,g,100,g,0.088,100,0.113,201,1.06,0.025,100 g,54119,https://www.fatsecret.com/calories-nutrition/generic/nectarine-raw?portionid=54119&portionamount=100.000,0,7.89,17,5.4,,,,,,
fruits,35960,Quinces,11,57,15.3,0,0.1,1.9,0.7,g,100,g,0.036,100,0.05,197,0.4,0.01,100 g,58691,https://www.fatsecret.com/calories-nutrition/usda/quinces?portionid=58691&portionamount=100.000,4,,2,15,,,,,,
fruits,35935,"""Pineapple (Solids and Liquids", Heavy Syrup Pack," Canned)""",14,78,20.2,0,0.11,0.8,0.38,g,100,g,0.013,100,0.04,104,0.35,0.009,100 g,58666,https://www.fatsecret.com/calories-nutrition/usda/pineapple-(solids-and-liquids-heavy-syrup-pack-canned)?portionid=58666&portionamount=100.000,1,16.9,1,7.4,,,,
fruits,35942,Plantains,3,122,31.89,0,0.37,2.3,0.6,g,100,g,0.032,100,0.069,499,1.3,0.143,100 g,58673,https://www.fatsecret.com/calories-nutrition/usda/plantains?portionid=58673&portionamount=100.000,4,15,56,18.4,,,,,,
fruits,35899,"""Passion-Fruit (Granadilla"," Purple)""",12,97,23.38,0,0.7,10.4,1.6,g,100,g,0.086,100,0.411,348,2.2,0.059,100 g,58630,https://www.fatsecret.com/calories-nutrition/usda/passion-fruit-(granadilla-purple)?portionid=58630&portionamount=100.000,28,11.2,64,30,,,,,
fruits,35973,Sapodilla,21,83,19.96,0,1.1,5.3,0.8,g,100,g,0.521,100,0.011,193,0.44,0.194,100 g,58704,https://www.fatsecret.com/calories-nutrition/usda/sapodilla?portionid=58704&portionamount=100.000,12,,3,14.7,,,,,,
fruits,35968,Rhubarb,86,21,4.54,0,0.2,1.8,0.22,g,100,g,0.039,100,0.099,288,0.9,0.053,100 g,58699,https://www.fatsecret.com/calories-nutrition/usda/rhubarb?portionid=58699&portionamount=100.000,4,1.1,5,8,,,,,,
fruits,35846,Kumquats,62,71,15.9,0,0.86,6.5,0.86,g,100,g,0.154,100,0.171,186,1.88,0.103,100 g,58577,https://www.fatsecret.com/calories-nutrition/usda/kumquats?portionid=58577&portionamount=100.000,10,9.36,15,43.9,,,,,,
fruits,35971,Roselle,215,49,11.31,0,0.64,,1.48,g,100,g,,100,,208,0.96,,100 g,58702,https://www.fatsecret.com/calories-nutrition/usda/roselle?portionid=58702&portionamount=100.000,6,,14,12,,,,,,
fruits,35951,Prickly Pears,56,41,9.57,0,0.51,3.6,0.3,g,100,g,0.075,100,0.213,220,0.73,0.067,100 g,58682,https://www.fatsecret.com/calories-nutrition/usda/prickly-pears?portionid=58682&portionamount=100.000,5,,2,14,,,,,,
fruits,5326,Dried Fruit Mixture,40,244,64.81,0,0.44,7.4,1.52,g,100,g,0.063,100,0.082,746,2.19,0.06,100 g,54006,https://www.fatsecret.com/calories-nutrition/generic/fruit-mixture-dried-(mixture-includes-three-or-more-of-the-following-apples-apricots-dates-papaya-peaches-pears-pineapples-prunes-raisins)?portionid=54006&portionamount=100.000,17,47.66,56,2.1,,,,,,
fruits,35982,Tamarinds,74,239,62.5,0,0.6,5.1,2.8,g,100,g,0.181,100,0.059,628,2.8,0.272,100 g,58713,https://www.fatsecret.com/calories-nutrition/usda/tamarinds?portionid=58713&portionamount=100.000,28,57.4,2,3.5,,,,,,
fruits,399160,Bing Cherries,13,63,16.01,0,0.2,2.1,0.36,g,100,g,0.047,100,0.052,222,1.06,0.038,100 g,429966,https://www.fatsecret.com/calories-nutrition/generic/cherries-bing?portionid=429966&portionamount=100.000,0,12.82,3,7,,,,,,
fruits,35856,Litchis,5,66,16.53,0,0.44,1.3,0.31,g,100,g,0.12,100,0.132,171,0.83,0.099,100 g,58587,https://www.fatsecret.com/calories-nutrition/usda/litchis?portionid=58587&portionamount=100.000,1,15.23,0,71.5,,,,,,
eggs,3122,"""Egg Omelet or Scrambled Egg with Peppers"," Onion and Ham""",58,153,2.56,245,10.6,0.2,1.19,g,100,g,4.417,100,1.665,174,11.16,3.299,100 g,51802,https://www.fatsecret.com/calories-nutrition/generic/egg-omelet-or-scrambled-egg-with-peppers-onion-and-ham?portionid=51802&portionamount=100.000,460,2.03,110,5,,,,,
eggs,330501,Soft Boiled Egg,50,154,1.12,422,10.57,0,1.19,g,100,g,4.061,100,1.408,125,12.53,3.254,100 g,364554,https://www.fatsecret.com/calories-nutrition/generic/soft-boiled-egg?portionid=364554&portionamount=100.000,278,1.12,168,0,,,,,,
eggs,3121,Egg Omelet or Scrambled Egg with Vegetables,64,129,2.9,263,8.95,0.4,1.24,g,100,g,3.567,100,1.553,143,8.81,2.645,100 g,51801,https://www.fatsecret.com/calories-nutrition/generic/egg-omelet-or-scrambled-egg-with-vegetables-other-than-dark-green-vegetables?portionid=51801&portionamount=100.000,342,2.27,122,0.3,,,,,,
eggs,33798,Hard-Boiled Egg,50,155,1.12,424,10.61,0,1.19,g,100,g,4.077,100,1.414,126,12.58,3.267,100 g,56529,https://www.fatsecret.com/calories-nutrition/usda/hard-boiled-egg?portionid=56529&portionamount=100.000,124,1.12,169,0,,,,,,
eggs,33799,Egg Omelet,47,153,0.69,356,12.02,0,1.54,g,100,g,4.99,100,2.097,114,10.62,3.365,100 g,56530,https://www.fatsecret.com/calories-nutrition/usda/egg-omelet?portionid=56530&portionamount=100.000,161,0.65,155,0,,,,,,
eggs,33797,Fried Egg,59,201,0.88,457,15.31,0,1.98,g,100,g,6.346,100,2.66,147,13.63,4.294,100 g,56528,https://www.fatsecret.com/calories-nutrition/usda/fried-egg?portionid=56528&portionamount=100.000,204,0.83,198,0,,,,,,
eggs,3117,Egg Omelet or Scrambled Egg with Cheese,165,187,2.97,284,13.83,0,1.26,g,100,g,5.001,100,1.777,172,12.2,5.508,100 g,51797,https://www.fatsecret.com/calories-nutrition/generic/egg-omelet-or-scrambled-egg-with-cheese?portionid=51797&portionamount=100.000,548,2.94,162,0,,,,,,
eggs,3114,Egg Omelet or Scrambled Egg,72,158,1.86,344,11.52,0,1.49,g,100,g,4.624,100,2.004,146,10.98,3.365,100 g,51794,https://www.fatsecret.com/calories-nutrition/generic/egg-omelet-or-scrambled-egg?portionid=51794&portionamount=100.000,399,1.89,156,0,,,,,,
eggs,33792,Egg (Whole),53,147,0.77,423,9.94,0,1.83,g,100,g,3.81,100,1.364,134,12.58,3.099,100 g,56523,https://www.fatsecret.com/calories-nutrition/usda/egg-(whole)?portionid=56523&portionamount=100.000,140,0.77,140,0,,,,,,
eggs,33793,Egg White,7,52,0.73,0,0.17,0,0.08,g,100,g,0,100,0,163,10.9,0,100 g,56524,https://www.fatsecret.com/calories-nutrition/usda/egg-white?portionid=56524&portionamount=100.000,166,0.71,0,0,,,,,,
eggs,33813,Egg Substitute (Powder),326,444,21.8,572,13,0,3.16,g,100,g,5.341,100,1.683,744,55.5,3.766,100 g,56544,https://www.fatsecret.com/calories-nutrition/usda/egg-substitute-(powder)?portionid=56544&portionamount=100.000,800,21.8,369,0.8,,,,,,
eggs,3093,Cooked Egg,58,168,1.27,408,12.21,0,1.48,g,100,g,4.854,100,1.956,134,12.29,3.615,100 g,51773,https://www.fatsecret.com/calories-nutrition/generic/egg-whole-cooked?portionid=51773&portionamount=100.000,358,1.14,165,0.1,,,,,,
eggs,3092,Egg,53,147,0.77,423,9.94,0,1.83,g,100,g,3.81,100,1.364,134,12.58,3.099,100 g,51772,https://www.fatsecret.com/calories-nutrition/generic/egg-whole-raw?portionid=51772&portionamount=100.000,140,0.77,140,0,,,,,,
eggs,3111,Deviled Egg,47,201,1.35,390,16.23,0,1.13,g,100,g,5.361,100,4.861,118,11.57,3.976,100 g,51791,https://www.fatsecret.com/calories-nutrition/generic/egg-deviled?portionid=51791&portionamount=100.000,302,1.06,161,0,,,,,,
eggs,3133,"""Egg Omelet or Scrambled Egg with Chili", Cheese," Tomatoes and Beans""",117,152,3.68,241,10.68,0.5,1.19,g,100,g,3.964,100,1.505,201,10,3.968,100 g,51813,https://www.fatsecret.com/calories-nutrition/generic/egg-omelet-or-scrambled-egg-with-chili-cheese-tomatoes-and-beans?portionid=51813&portionamount=100.000,428,2.6,134,2.8,,,,
eggs,3132,"""Egg Omelet or Scrambled Egg with Onions", Peppers," Tomatoes and Mushrooms""",42,119,4.03,150,9.14,0.7,0.82,g,100,g,3.913,100,2.092,184,5.56,2.272,100 g,51812,https://www.fatsecret.com/calories-nutrition/generic/egg-omelet-or-scrambled-egg-with-onions-peppers-tomatoes-and-mushrooms?portionid=51812&portionamount=100.000,210,2.52,120,10.7,,,,
eggs,3175,Scrambled Egg (Cholesterol-Free Frozen Mixture),95,163,4.07,2,11.67,0,1.64,g,100,g,3.211,100,5.863,219,10.2,2.092,100 g,51855,https://www.fatsecret.com/calories-nutrition/generic/scrambled-egg-made-from-cholesterol-free-frozen-mixture?portionid=51855&portionamount=100.000,408,4.04,52,0.3,,,,,,
eggs,3097,Fried Egg without Fat,60,166,0.87,477,11.21,0,2.07,g,100,g,4.296,100,1.538,151,14.18,3.494,100 g,51777,https://www.fatsecret.com/calories-nutrition/generic/egg-whole-fried-without-fat?portionid=51777&portionamount=100.000,507,0.87,158,0,,,,,,
eggs,3096,Fried Egg,57,194,0.93,456,14.69,0,1.98,g,100,g,5.987,100,2.639,145,13.56,4.087,100 g,51776,https://www.fatsecret.com/calories-nutrition/generic/egg-whole-fried?portionid=51776&portionamount=100.000,518,0.83,192,0,,,,,,
eggs,3095,Poached Egg,53,146,0.77,421,9.9,0,1.82,g,100,g,3.795,100,1.359,133,12.53,3.087,100 g,51775,https://www.fatsecret.com/calories-nutrition/generic/egg-whole-poached?portionid=51775&portionamount=100.000,294,0.77,139,0,,,,,,
eggs,3094,Boiled Egg,50,154,1.12,422,10.57,0,1.19,g,100,g,4.061,100,1.408,126,12.53,3.254,100 g,51774,https://www.fatsecret.com/calories-nutrition/generic/egg-whole-boiled?portionid=51774&portionamount=100.000,278,1.12,168,0,,,,,,
eggs,3103,Cooked Egg White,7,52,0.73,0,0.17,0,0.08,g,100,g,0,100,0,162,10.86,0,100 g,51783,https://www.fatsecret.com/calories-nutrition/generic/egg-white-only-cooked?portionid=51783&portionamount=100.000,320,0.71,0,0,,,,,,
eggs,3124,Egg Omelet or Scrambled Egg with Cheese and Ham or Bacon,143,198,2.56,254,14.48,0,1.22,g,100,g,5.514,100,1.807,192,13.81,5.657,100 g,51804,https://www.fatsecret.com/calories-nutrition/generic/egg-omelet-or-scrambled-egg-with-cheese-and-ham-or-bacon?portionid=51804&portionamount=100.000,654,2.53,139,0,,,,,,
eggs,39866,Scrambled Egg,57,212,2.08,426,16.18,0,2.59,g,100,g,5.889,100,1.969,147,13.84,6.153,100 g,62597,https://www.fatsecret.com/calories-nutrition/usda/scrambled-egg?portionid=62597&portionamount=100.000,224,1.52,223,3.3,,,,,,
eggs,33801,"""Scrambled Egg (Whole"," Cooked)""",71,166,2.2,352,12.21,0,1.2,g,100,g,4.768,100,2.148,138,11.09,3.679,100 g,56532,https://www.fatsecret.com/calories-nutrition/usda/scrambled-egg-(whole-cooked)?portionid=56532&portionamount=100.000,280,1.73,143,0.2,,,,,
desserts,7377858,Gelatin Salad,,62,14.61,0,0.22,0.6,,g,100,g,0.029,100,0.15,30,1.22,0.02,100 g,7115683,https://www.fatsecret.com/calories-nutrition/generic/gelatin-salad?portionid=7115683&portionamount=100.000,227,13.11,,,,,,,,
desserts,7288,Plain Halvah,24,522,57.56,0,31.87,4.5,2.49,g,100,g,10.754,100,14.093,145,7.98,5.603,100 g,55968,https://www.fatsecret.com/calories-nutrition/generic/halvah-plain?portionid=55968&portionamount=100.000,18,53.14,1,0,,,,,,
desserts,4175,Dessert Crepe,47,184,26.56,77,6.96,1.2,0.96,g,100,g,2.931,100,1.662,109,4.59,1.749,100 g,52855,https://www.fatsecret.com/calories-nutrition/generic/crepe-dessert-type?portionid=52855&portionamount=100.000,176,16.46,85,3.7,,,,,,
desserts,4212,Danish Pastry,71,403,44.6,21,22.4,1.3,1.96,g,100,g,12.515,100,2.933,125,7,5.681,100 g,52892,https://www.fatsecret.com/calories-nutrition/generic/danish-pastry-plain-or-spice?portionid=52892&portionamount=100.000,371,19.78,6,0.1,,,,,,
desserts,1187,Pudding,106,109,19.4,6,2.02,0.8,0.34,g,100,g,0.56,100,0.096,159,3.17,1.214,100 g,49867,https://www.fatsecret.com/calories-nutrition/generic/pudding?portionid=49867&portionamount=100.000,95,11.71,38,0.1,,,,,,
desserts,597678,Cannoli,123,254,28.84,38,11.04,0.7,1.31,g,100,g,3.095,100,1.876,97,8.7,5.459,100 g,619940,https://www.fatsecret.com/calories-nutrition/generic/pastry-cannoli?portionid=619940&portionamount=100.000,50,10.96,71,0,,,,,,
desserts,39070,Plain Waffles,255,291,32.9,69,14.1,,2.31,g,100,g,3.521,100,6.785,159,7.9,2.866,100 g,61801,https://www.fatsecret.com/calories-nutrition/usda/plain-waffles?portionid=61801&portionamount=100.000,511,,65,0.4,,,,,,
desserts,1184,Lowfat Frozen Milk Dessert Bar with Low Calorie Sweetener,110,60,20.91,2,0.86,11.1,0.84,g,100,g,0.272,100,0.029,263,3.77,0.518,100 g,49864,https://www.fatsecret.com/calories-nutrition/generic/milk-dessert-bar-frozen-made-from-lowfat-milk-and-low-calorie-sweetener?portionid=49864&portionamount=100.000,49,4.1,49,0.8,,,,,,
desserts,1183,Lowfat Frozen Milk Dessert Sandwich Bar with Low Calorie Sweetener,79,316,53.17,6,9.79,2.1,2.51,g,100,g,3.305,100,2.613,214,5.95,3.249,100 g,49863,https://www.fatsecret.com/calories-nutrition/generic/milk-dessert-sandwich-bar-frozen-with-low-calorie-sweetener-made-from-lowfat-milk?portionid=49863&portionamount=100.000,386,22.51,13,0.3,,,,,,
desserts,1182,Lowfat Frozen Milk Dessert Sandwich Bar,124,186,35.5,9,3.1,0.9,0.45,g,100,g,0.951,100,0.369,224,5.5,1.575,100 g,49862,https://www.fatsecret.com/calories-nutrition/generic/milk-dessert-sandwich-bar-frozen-made-from-lowfat-milk?portionid=49862&portionamount=100.000,54,15.42,22,0.7,,,,,,
desserts,4170,Cream Puff,36,362,22.8,196,25.9,0.8,2.02,g,100,g,11.128,100,7.38,97,9,5.599,100 g,52850,https://www.fatsecret.com/calories-nutrition/generic/cream-puff-no-filling-or-icing?portionid=52850&portionamount=100.000,557,0.43,278,0,,,,,,
desserts,1181,Lowfat Frozen Milk Dessert Bar,101,109,23.13,2,1.25,0,0.04,g,100,g,0.163,100,0.477,132,2.76,0.281,100 g,49861,https://www.fatsecret.com/calories-nutrition/generic/milk-dessert-bar-frozen-made-from-lowfat-milk?portionid=49861&portionamount=100.000,48,17.68,47,0.8,,,,,,
desserts,4169,Reduced Fat Custard or Cream Filled Eclair (Iced),50,237,41.94,51,7.05,1.2,1.01,g,100,g,3.802,100,0.778,100,3.43,1.958,100 g,52849,https://www.fatsecret.com/calories-nutrition/generic/cream-puff-eclair-custard-or-cream-filled-iced-reduced-fat?portionid=52849&portionamount=100.000,267,33.36,17,0,,,,,,
desserts,4205,Custard or Cream Filled Puff Pastry,43,410,29.86,46,29.99,0.8,1.54,g,100,g,7.405,100,12.805,84,5.68,8.2,100 g,52885,https://www.fatsecret.com/calories-nutrition/generic/pastry-puff-custard-or-cream-filled-iced-or-not-iced?portionid=52885&portionamount=100.000,169,4.19,99,0.1,,,,,,
desserts,4322117,Creme Brulee,63,336,21.91,237,26.79,0,0.36,g,100,g,8.227,100,1.39,68,3.38,15.823,100 g,4207228,https://www.fatsecret.com/calories-nutrition/generic/creme-brulee?portionid=4207228&portionamount=100.000,32,19.87,308,0.4,,,,,,
desserts,3999,Meringue,4,361,87.9,0,0.08,0,0.05,g,100,g,0,100,0.002,75,4.73,0.001,100 g,52679,https://www.fatsecret.com/calories-nutrition/generic/cookie-meringue?portionid=52679&portionamount=100.000,72,87.74,0,0.6,,,,,,
desserts,7211,Gelatin Dessert with Fruit and Whipped Cream,11,99,15.22,16,4.27,0.5,0.11,g,100,g,1.217,100,0.175,94,1.19,2.635,100 g,55891,https://www.fatsecret.com/calories-nutrition/generic/gelatin-dessert-with-fruit-and-whipped-cream?portionid=55891&portionamount=100.000,46,12.48,48,3.1,,,,,,
desserts,7210,Gelatin Dessert with Whipped Cream,3,81,14.83,0,1.83,0,0.03,g,100,g,0.117,100,0.038,2,1.22,1.578,100 g,55890,https://www.fatsecret.com/calories-nutrition/generic/gelatin-dessert-with-whipped-cream?portionid=55890&portionamount=100.000,71,14.18,1,0,,,,,,
desserts,5550,Candied Apple,36,127,28.12,2,1.97,1.9,0.12,g,100,g,0.355,100,0.827,131,1.24,0.582,100 g,54230,https://www.fatsecret.com/calories-nutrition/generic/apple-candied?portionid=54230&portionamount=100.000,56,22.87,5,3.6,,,,,,
